platform,content,date,rating,likes,images,sight_id,park
携程,树村郊野公园，挺大的公园，被马路分隔成几个部分，园内绿化特别好，大树参天，非常阴凉，特别适合遛弯散步，还有儿童游乐区,,0,0,0,1483951,公园F
